customerid,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
12789.0,2011-10-05 13:34:00,1,91.85,65,3,4,5,Regular customers
12790.0,2011-05-31 14:14:00,1,324.92,192,5,4,4,High-value customers
12791.0,2010-12-01 11:27:00,1,192.60000000000002,374,5,4,5,High-value customers
12792.0,2011-03-28 11:36:00,1,400.53999999999996,257,5,4,4,High-value customers
12793.0,2011-01-09 12:12:00,2,545.48,335,5,3,3,Regular customers
12794.0,2011-10-17 14:54:00,2,860.41,53,3,3,3,Regular customers
12795.0,2011-11-21 10:27:00,1,430.48,19,2,4,4,Regular customers
12797.0,2010-12-09 10:55:00,1,254.03,366,5,4,4,High-value customers
12798.0,2011-11-29 15:52:00,3,6977.04,10,1,2,1,At-risk customers
12802.0,2011-06-06 09:36:00,1,427.58,187,5,4,4,High-value customers
12808.0,2011-11-03 10:05:00,3,483.65000000000003,37,3,2,4,Inactive customers
12809.0,2011-06-15 10:51:00,1,489.31,178,4,4,4,High-value customers
12811.0,2011-03-24 09:42:00,3,514.85,261,5,2,3,New customers
12812.0,2011-10-26 09:54:00,1,229.64000000000001,45,3,4,5,Regular customers
12814.0,2011-08-30 12:11:00,1,125.92,102,4,4,5,High-value customers
12815.0,2011-07-15 10:21:00,2,1063.46,148,4,3,2,Inactive customers
12816.0,2011-09-05 12:41:00,2,572.2,96,4,3,3,Regular customers
12817.0,2011-03-03 16:28:00,1,166.04,281,5,4,5,High-value customers
12818.0,2011-03-23 12:06:00,1,1542.08,262,5,4,2,Loyal customers
12820.0,2011-12-06 15:12:00,4,942.34,3,1,2,2,At-risk customers
12821.0,2011-05-09 15:51:00,1,92.72,214,5,4,5,High-value customers
12822.0,2011-09-30 10:04:00,2,948.88,71,3,3,2,Inactive customers
12823.0,2011-09-26 07:35:00,5,1759.5,75,4,2,2,New customers
12824.0,2011-10-11 12:49:00,1,397.12,60,3,4,4,Regular customers
12826.0,2011-12-07 10:25:00,7,1474.72,3,1,1,2,Inactive customers
12827.0,2011-12-04 12:17:00,3,430.15000000000003,6,1,2,4,At-risk customers
12828.0,2011-12-07 08:45:00,6,1018.71,3,1,1,2,Inactive customers
12829.0,2011-01-07 11:13:00,2,293.0,337,5,3,4,Regular customers
12830.0,2011-11-02 11:54:00,6,6814.64,38,3,1,1,Inactive customers
12831.0,2011-03-22 13:02:00,1,215.05,262,5,4,5,High-value customers
12832.0,2011-11-07 13:30:00,2,383.03,32,2,3,4,Regular customers
12833.0,2011-07-17 13:46:00,1,417.38,145,4,4,4,High-value customers
12834.0,2011-03-02 09:49:00,1,312.38,283,5,4,4,High-value customers
12836.0,2011-10-11 15:10:00,4,2612.86,59,3,2,1,Inactive customers
12837.0,2011-06-19 16:07:00,1,134.1,173,4,4,5,High-value customers
12838.0,2011-11-06 12:20:00,2,683.13,34,3,3,3,Regular customers
12839.0,2011-12-07 12:33:00,14,5591.42,3,1,1,1,Inactive customers
12840.0,2011-07-19 09:29:00,4,2726.77,144,4,2,1,New customers
12841.0,2011-12-05 11:13:00,25,4022.35,5,1,1,1,Inactive customers
12842.0,2011-09-30 15:33:00,2,1118.99,70,3,3,2,Inactive customers
12843.0,2011-10-05 12:09:00,8,1702.26,66,3,1,2,Inactive customers
12844.0,2011-11-10 13:31:00,2,325.96000000000004,29,2,3,4,Regular customers
12845.0,2011-03-17 13:34:00,4,354.09,267,5,2,4,New customers
12847.0,2011-11-17 13:16:00,1,871.54,22,2,4,3,Regular customers
12849.0,2011-11-08 13:41:00,2,1050.8899999999999,31,2,3,2,At-risk customers
12851.0,2011-09-04 12:41:00,1,135.18,97,4,4,5,High-value customers
12852.0,2011-02-18 08:47:00,1,311.55,295,5,4,4,High-value customers
12853.0,2011-07-28 11:29:00,6,1957.1000000000001,135,4,1,2,New customers
12854.0,2011-09-22 12:15:00,3,1324.5,79,4,2,2,New customers
12855.0,2010-12-02 09:37:00,1,38.1,373,5,4,5,High-value customers
12856.0,2011-12-02 10:52:00,6,2179.93,8,1,1,1,Inactive customers
12857.0,2011-05-13 10:20:00,2,1106.4,211,5,3,2,Inactive customers
12863.0,2011-10-18 14:15:00,1,521.2,52,3,4,3,Regular customers
12864.0,2011-07-24 13:03:00,1,147.12,138,4,4,5,High-value customers
12865.0,2011-11-13 14:31:00,2,1568.23,26,2,3,2,At-risk customers
12866.0,2011-03-01 14:11:00,1,559.12,283,5,4,3,Loyal customers
12867.0,2011-11-13 15:30:00,7,4036.82,26,2,1,1,Inactive customers
12868.0,2011-06-07 10:42:00,6,1607.0600000000002,186,5,1,2,New customers
12871.0,2011-09-16 15:07:00,2,380.64,84,4,3,4,Regular customers
12872.0,2011-01-17 10:52:00,2,599.97,327,5,3,3,Regular customers
12873.0,2011-03-02 14:58:00,1,374.0,282,5,4,4,High-value customers
12875.0,2011-07-19 15:30:00,2,343.2300000000001,143,4,3,4,Regular customers
12876.0,2011-10-13 12:26:00,2,2218.02,58,3,3,1,Inactive customers
12877.0,2011-12-06 10:30:00,12,1535.77,4,1,1,2,Inactive customers
12878.0,2011-04-17 13:07:00,2,854.99,236,5,3,3,Regular customers
12879.0,2011-10-26 12:24:00,3,573.22,45,3,2,3,Inactive customers
12881.0,2011-03-09 11:44:00,1,298.0,276,5,4,4,High-value customers
12882.0,2011-11-30 16:18:00,2,1463.04,9,1,3,2,At-risk customers
12883.0,2011-11-15 09:32:00,4,703.47,25,2,2,3,At-risk customers
12884.0,2011-09-12 13:10:00,1,309.05,88,4,4,4,High-value customers
12885.0,2011-10-07 13:40:00,3,1175.22,63,3,2,2,Inactive customers
12886.0,2011-10-03 10:09:00,2,1378.4,68,3,3,2,Inactive customers
12888.0,2011-05-09 16:02:00,2,354.12,214,5,3,4,Regular customers
12890.0,2011-11-15 17:26:00,1,380.46999999999997,24,2,4,4,Regular customers
12891.0,2011-06-07 12:31:00,3,331.0,186,5,2,4,New customers
12893.0,2011-11-09 12:34:00,1,188.14,31,2,4,5,Regular customers
12895.0,2011-10-28 13:51:00,2,372.8,42,3,3,4,Regular customers
12897.0,2011-05-19 12:13:00,2,216.5,205,5,3,5,Regular customers
12901.0,2011-12-01 10:07:00,28,17654.54,9,1,1,1,Inactive customers
12902.0,2011-03-20 12:06:00,1,138.68,265,5,4,5,High-value customers
12904.0,2011-11-21 14:34:00,2,509.58,18,2,3,3,Regular customers
12906.0,2011-11-28 09:55:00,5,2919.81,12,1,2,1,At-risk customers
12908.0,2011-06-16 15:39:00,2,750.0,176,4,3,3,Regular customers
12909.0,2011-10-31 12:43:00,5,2178.67,40,3,2,1,Inactive customers
12910.0,2011-11-16 14:28:00,8,3075.04,23,2,1,1,Inactive customers
12912.0,2011-12-07 08:55:00,5,1662.3,3,1,2,2,At-risk customers
12913.0,2011-12-05 12:11:00,5,2483.63,5,1,2,1,At-risk customers
12915.0,2011-07-14 11:34:00,2,363.65,149,4,3,4,Regular customers
12916.0,2011-07-24 10:35:00,4,3006.15,139,4,2,1,New customers
12917.0,2011-08-03 16:42:00,1,594.0,128,4,4,3,Loyal customers
12919.0,2011-12-01 13:47:00,6,1335.19,8,1,1,2,Inactive customers
12920.0,2011-11-22 15:05:00,1,164.23,17,2,4,5,Regular customers
12921.0,2011-11-30 16:22:00,37,16587.09,9,1,1,1,Inactive customers
12922.0,2011-07-01 15:35:00,1,405.38,161,4,4,4,High-value customers
12923.0,2011-10-06 16:20:00,1,176.97,64,3,4,5,Regular customers
12924.0,2011-09-12 13:55:00,4,933.7,88,4,2,3,New customers
12925.0,2011-12-05 11:11:00,2,694.05,5,1,3,3,Regular customers
12928.0,2011-11-04 14:24:00,5,2062.7000000000003,35,3,2,1,Inactive customers
12929.0,2011-02-01 12:08:00,1,117.85,312,5,4,5,High-value customers
12930.0,2011-09-22 15:18:00,2,415.8,78,4,3,4,Regular customers
12931.0,2011-11-18 12:39:00,15,42055.96,22,2,1,1,Inactive customers
12933.0,2011-11-15 16:38:00,3,607.53,24,2,2,3,At-risk customers
12935.0,2011-12-07 17:25:00,7,2160.7,2,1,1,1,Inactive customers
12936.0,2011-11-22 17:32:00,4,1063.9,17,2,2,2,At-risk customers
12937.0,2011-11-24 15:05:00,4,1504.27,15,2,2,2,At-risk customers
12938.0,2011-11-14 11:21:00,1,114.14,26,2,4,5,Regular customers
12939.0,2011-10-06 14:33:00,8,11581.8,64,3,1,1,Inactive customers
12940.0,2011-10-16 12:09:00,2,913.54,55,3,3,3,Regular customers
12942.0,2011-07-31 14:39:00,3,683.9,131,4,2,3,New customers
12944.0,2011-11-04 11:04:00,2,604.51,36,3,3,3,Regular customers
12945.0,2011-02-24 14:15:00,1,462.95,288,5,4,4,High-value customers
12947.0,2011-07-19 10:06:00,6,1603.99,144,4,1,2,New customers
12948.0,2011-11-23 17:10:00,7,2064.95,16,2,1,1,Inactive customers
12949.0,2011-11-09 11:25:00,8,4167.22,31,2,1,1,Inactive customers
12950.0,2011-12-07 13:17:00,3,1843.0,2,1,2,2,At-risk customers
12951.0,2011-12-01 12:14:00,6,1064.07,9,1,1,2,Inactive customers
12952.0,2011-12-04 10:35:00,4,1387.79,6,1,2,2,At-risk customers
12953.0,2011-11-30 09:24:00,1,329.85,10,1,4,4,Regular customers
12955.0,2011-12-08 16:29:00,11,4757.16,1,1,1,1,Inactive customers
12956.0,2011-02-06 16:08:00,1,108.07,306,5,4,5,High-value customers
12957.0,2011-11-30 09:53:00,8,4017.54,10,1,1,1,Inactive customers
12962.0,2011-12-02 15:55:00,2,266.39,7,1,3,4,Regular customers
12963.0,2011-12-01 12:55:00,8,1856.63,8,1,1,2,Inactive customers
12965.0,2011-09-11 15:31:00,1,771.91,89,4,4,3,Loyal customers
12966.0,2011-11-30 12:38:00,1,160.18,10,1,4,5,Regular customers
12967.0,2010-12-16 19:10:00,2,1660.9,358,5,3,2,Inactive customers
12968.0,2011-08-19 15:44:00,1,135.95,112,4,4,5,High-value customers
12970.0,2011-12-02 14:30:00,4,452.24,7,1,2,4,At-risk customers
12971.0,2011-12-06 12:20:00,86,11189.91,4,1,1,1,Inactive customers
12974.0,2011-05-26 09:33:00,1,144.8,198,5,4,5,High-value customers
12976.0,2011-05-12 09:55:00,1,738.6,212,5,4,3,Loyal customers
12977.0,2011-07-06 16:40:00,1,39.239999999999995,156,4,4,5,High-value customers
12980.0,2011-07-05 09:34:00,9,7374.900000000001,158,4,1,1,New customers
12981.0,2011-11-10 12:00:00,2,372.21999999999997,30,2,3,4,Regular customers
12982.0,2011-04-11 11:51:00,1,390.54,243,5,4,4,High-value customers
12984.0,2011-11-21 12:37:00,1,97.5,19,2,4,5,Regular customers
12985.0,2011-12-09 10:46:00,2,1239.38,1,1,3,2,At-risk customers
12987.0,2011-09-27 12:03:00,2,558.7,74,4,3,3,Regular customers
12988.0,2011-02-20 14:31:00,1,535.32,292,5,4,3,Loyal customers
12989.0,2011-12-06 15:28:00,15,6924.110000000001,3,1,1,1,Inactive customers
12990.0,2011-11-08 13:01:00,3,409.5,31,2,2,4,At-risk customers
12991.0,2011-11-16 15:34:00,2,503.76,23,2,3,3,Regular customers
12993.0,2011-11-16 15:49:00,4,414.76,23,2,2,4,At-risk customers
12994.0,2011-12-05 15:43:00,3,974.4200000000001,4,1,2,2,At-risk customers
12995.0,2011-09-15 15:44:00,1,211.32,85,4,4,5,High-value customers
12997.0,2011-11-17 15:47:00,4,1226.89,22,2,2,2,At-risk customers
12999.0,2011-05-27 13:24:00,3,455.88,196,5,2,4,New customers
13000.0,2011-08-25 10:43:00,3,534.85,107,4,2,3,New customers
13001.0,2011-12-05 14:51:00,13,9818.82,4,1,1,1,Inactive customers
13002.0,2011-01-25 15:18:00,1,120.94999999999999,318,5,4,5,High-value customers
13003.0,2011-08-26 10:50:00,3,149.05,106,4,2,5,New customers
13004.0,2011-11-28 11:27:00,18,5655.91,12,1,1,1,Inactive customers
13005.0,2011-06-19 10:53:00,2,513.7,174,4,3,3,Regular customers
13006.0,2011-10-14 13:49:00,1,81.57,56,3,4,5,Regular customers
13008.0,2011-01-20 14:24:00,1,229.46999999999997,323,5,4,5,High-value customers
13011.0,2010-12-02 17:22:00,1,50.550000000000004,372,5,4,5,High-value customers
13012.0,2011-11-30 13:05:00,8,1661.8400000000001,9,1,1,2,Inactive customers
13013.0,2011-12-08 15:01:00,13,4810.9400000000005,1,1,1,1,Inactive customers
13014.0,2011-11-29 12:27:00,10,3466.2799999999997,11,1,1,1,Inactive customers
13015.0,2011-10-17 13:19:00,5,3346.28,53,3,2,1,Inactive customers
13016.0,2011-09-27 14:08:00,3,789.89,73,4,2,3,New customers
13017.0,2011-12-02 15:53:00,1,204.0,7,1,4,5,Regular customers
13018.0,2011-11-23 13:28:00,28,7277.7,16,2,1,1,Inactive customers
13021.0,2011-12-05 16:37:00,9,2616.38,4,1,1,1,Inactive customers
13023.0,2011-10-06 16:27:00,2,689.9,64,3,3,3,Regular customers
13026.0,2011-12-08 16:58:00,5,975.36,1,1,2,2,At-risk customers
13027.0,2011-08-18 09:39:00,6,6912.0,114,4,1,1,New customers
13028.0,2011-11-17 11:10:00,2,661.3199999999999,23,2,3,3,Regular customers
13029.0,2011-11-09 09:13:00,3,1247.5,31,2,2,2,At-risk customers
13030.0,2011-11-28 14:30:00,2,799.48,11,1,3,3,Regular customers
13032.0,2011-10-18 15:54:00,2,1010.18,52,3,3,2,Inactive customers
13033.0,2010-12-17 14:23:00,1,190.55,357,5,4,5,High-value customers
13034.0,2011-10-16 12:21:00,2,642.77,55,3,3,3,Regular customers
13035.0,2011-09-27 08:57:00,2,921.88,74,4,3,3,Regular customers
13037.0,2011-07-24 15:46:00,3,881.07,138,4,2,3,New customers
13038.0,2011-09-20 14:37:00,3,908.46,80,4,2,3,New customers
13040.0,2011-12-01 10:38:00,2,676.99,9,1,3,3,Regular customers
13043.0,2011-03-11 14:52:00,1,516.42,273,5,4,3,Loyal customers
13044.0,2011-02-21 15:20:00,1,560.47,291,5,4,3,Loyal customers
13045.0,2011-09-01 15:04:00,1,305.28000000000003,99,4,4,4,High-value customers
13046.0,2011-11-09 08:36:00,2,629.31,31,2,3,3,Regular customers
13047.0,2011-11-08 12:06:00,10,3237.54,32,2,1,1,Inactive customers
13048.0,2011-11-25 13:23:00,4,1835.91,14,2,2,2,At-risk customers
13049.0,2011-10-06 15:31:00,2,656.6800000000001,64,3,3,3,Regular customers
13050.0,2011-11-25 09:18:00,17,5836.86,15,2,1,1,Inactive customers
13052.0,2011-05-11 14:12:00,1,348.15000000000003,212,5,4,4,High-value customers
13055.0,2011-09-22 14:26:00,3,1214.41,78,4,2,2,New customers
13058.0,2011-11-15 12:43:00,3,271.40000000000003,25,2,2,4,At-risk customers
13059.0,2011-04-04 10:40:00,1,183.4,250,5,4,5,High-value customers
13060.0,2011-03-31 11:37:00,1,307.53,254,5,4,4,High-value customers
13061.0,2011-09-28 16:04:00,1,248.61,72,3,4,5,Regular customers
13062.0,2011-06-01 15:12:00,1,346.98,191,5,4,4,High-value customers
13064.0,2011-11-27 12:31:00,4,1119.49,13,1,2,2,At-risk customers
13065.0,2010-12-01 16:52:00,1,205.86,373,5,4,5,High-value customers
13066.0,2011-11-15 12:57:00,2,470.8,24,2,3,4,Regular customers
13067.0,2011-09-18 13:38:00,1,115.46000000000001,82,4,4,5,High-value customers
13068.0,2011-11-29 15:00:00,2,344.0,10,1,3,4,Regular customers
13069.0,2011-12-09 08:39:00,24,4436.12,1,1,1,1,Inactive customers
13070.0,2011-05-31 13:45:00,1,228.8,192,5,4,5,High-value customers
13072.0,2011-03-18 08:12:00,1,177.15,267,5,4,5,High-value customers
13075.0,2011-08-02 10:19:00,1,919.61,130,4,4,3,Loyal customers
13077.0,2011-12-08 19:24:00,4,729.27,1,1,2,3,At-risk customers
13078.0,2011-12-06 15:36:00,26,12627.94,3,1,1,1,Inactive customers
13079.0,2011-12-05 16:53:00,5,220.10000000000002,4,1,2,5,At-risk customers
13080.0,2011-06-13 14:59:00,1,58.08,179,4,4,5,High-value customers
13081.0,2011-11-28 10:54:00,11,28337.38,12,1,1,1,Inactive customers
13082.0,2011-08-05 16:16:00,9,3613.63,126,4,1,1,New customers
13083.0,2011-12-05 15:01:00,2,303.75,4,1,3,4,Regular customers
13085.0,2011-07-05 12:11:00,2,416.08000000000004,158,4,3,4,Regular customers
13089.0,2011-12-07 09:02:00,97,58825.83,3,1,1,1,Inactive customers
13090.0,2011-12-01 12:39:00,14,8910.82,9,1,1,1,Inactive customers
13091.0,2011-11-11 15:54:00,1,345.82,28,2,4,4,Regular customers
13092.0,2011-09-30 11:18:00,5,477.83,71,3,2,4,Inactive customers
13093.0,2011-03-09 12:14:00,8,7832.47,276,5,1,1,New customers
13094.0,2011-11-18 14:07:00,12,1927.3200000000002,21,2,1,2,Inactive customers
13095.0,2011-09-30 12:03:00,1,74.39999999999999,71,3,4,5,Regular customers
13097.0,2011-11-07 10:43:00,10,6010.42,33,2,1,1,Inactive customers
13098.0,2011-12-08 14:14:00,28,28882.44,1,1,1,1,Inactive customers
13099.0,2011-09-01 17:40:00,1,207.35999999999999,99,4,4,5,High-value customers
13101.0,2011-04-19 14:37:00,1,101.19,234,5,4,5,High-value customers
13102.0,2011-12-08 12:52:00,24,6424.09,1,1,1,1,Inactive customers
13103.0,2011-10-31 09:38:00,1,243.94,40,3,4,5,Regular customers
13104.0,2011-12-06 13:10:00,6,1098.48,3,1,1,2,Inactive customers
13106.0,2011-07-29 15:12:00,1,76.5,133,4,4,5,High-value customers
13107.0,2011-10-26 14:52:00,4,1531.6200000000001,44,3,2,2,Inactive customers
13108.0,2010-12-02 10:35:00,1,350.06,373,5,4,4,High-value customers
13109.0,2011-10-11 10:16:00,2,786.54,60,3,3,3,Regular customers
13110.0,2011-11-08 14:30:00,7,1488.67,31,2,1,2,Inactive customers
13113.0,2011-12-09 12:49:00,24,12245.960000000001,1,1,1,1,Inactive customers
13115.0,2011-11-28 12:38:00,4,2294.78,12,1,2,1,At-risk customers
13116.0,2011-07-24 14:33:00,1,501.14,138,4,4,3,Loyal customers
13117.0,2011-11-18 12:02:00,8,984.91,22,2,1,2,Inactive customers
13118.0,2011-11-20 12:46:00,5,1197.81,20,2,2,2,At-risk customers
13120.0,2011-04-15 10:19:00,1,30.599999999999998,239,5,4,5,High-value customers
13121.0,2011-03-15 16:47:00,1,283.73,269,5,4,4,High-value customers
13122.0,2011-09-06 15:53:00,2,922.39,94,4,3,3,Regular customers
13124.0,2011-09-11 12:45:00,3,3866.33,90,4,2,1,New customers
13126.0,2011-12-05 10:00:00,8,2099.64,5,1,1,1,Inactive customers
13127.0,2011-09-23 10:26:00,1,259.17,78,4,4,4,High-value customers
13130.0,2011-09-06 15:30:00,1,64.0,94,4,4,5,High-value customers
13131.0,2011-11-16 13:21:00,3,1073.3,23,2,2,2,At-risk customers
13132.0,2011-03-23 12:44:00,1,77.3,262,5,4,5,High-value customers
13133.0,2011-03-11 10:31:00,2,109.8,274,5,3,5,Regular customers
13134.0,2011-09-15 10:35:00,4,1793.58,86,4,2,2,New customers
13135.0,2011-05-27 10:52:00,1,3096.0,197,5,4,1,Loyal customers
13136.0,2011-10-14 13:41:00,5,2607.61,56,3,2,1,Inactive customers
13137.0,2011-11-29 12:09:00,8,3650.41,11,1,1,1,Inactive customers
13138.0,2011-11-17 16:51:00,6,962.39,22,2,1,2,Inactive customers
13139.0,2011-11-23 13:54:00,7,5064.94,16,2,1,1,Inactive customers
13140.0,2011-08-23 15:33:00,3,423.72,108,4,2,4,New customers
13141.0,2011-09-16 09:54:00,5,2388.75,85,4,2,1,New customers
13142.0,2011-11-20 16:07:00,1,307.09,19,2,4,4,Regular customers
13144.0,2011-01-11 11:15:00,1,110.95,333,5,4,5,High-value customers
13145.0,2011-10-31 12:45:00,4,618.52,40,3,2,3,Inactive customers
13146.0,2011-11-13 15:29:00,1,228.91,26,2,4,5,Regular customers
13147.0,2011-11-29 13:59:00,4,712.8000000000001,10,1,2,3,At-risk customers
13148.0,2011-11-10 15:23:00,12,3707.12,29,2,1,1,Inactive customers
13149.0,2011-11-25 13:09:00,4,1676.06,14,2,2,2,At-risk customers
13151.0,2011-02-17 12:29:00,1,1257.8700000000001,296,5,4,2,Loyal customers
13153.0,2011-12-04 12:14:00,1,486.22,6,1,4,4,Regular customers
13155.0,2011-11-06 15:41:00,4,971.76,33,3,2,2,Inactive customers
13157.0,2011-10-21 13:50:00,4,1741.22,49,3,2,2,Inactive customers
13158.0,2011-09-06 11:58:00,4,1201.06,95,4,2,2,New customers
13159.0,2011-12-01 11:20:00,4,1437.85,9,1,2,2,At-risk customers
13160.0,2011-11-17 13:07:00,1,91.8,22,2,4,5,Regular customers
13161.0,2011-01-30 14:03:00,1,112.75,313,5,4,5,High-value customers
13162.0,2011-08-09 15:59:00,4,1688.29,122,4,2,2,New customers
13165.0,2011-10-24 15:05:00,2,1021.48,46,3,3,2,Inactive customers
13166.0,2011-03-01 15:16:00,1,417.2,283,5,4,4,High-value customers
13167.0,2011-11-21 12:24:00,4,791.33,19,2,2,3,At-risk customers
13168.0,2011-11-03 12:56:00,4,1319.19,36,3,2,2,Inactive customers
13169.0,2011-10-07 12:11:00,2,712.88,64,3,3,3,Regular customers
13170.0,2011-11-13 12:19:00,1,116.00999999999999,27,2,4,5,Regular customers
13171.0,2011-11-18 10:27:00,3,468.41,22,2,2,4,At-risk customers
13173.0,2011-12-05 15:51:00,2,353.65,4,1,3,4,Regular customers
13174.0,2011-11-23 14:35:00,3,2817.03,16,2,2,1,At-risk customers
13176.0,2011-10-24 15:43:00,1,492.84,46,3,4,3,Regular customers
13177.0,2011-10-06 09:56:00,1,282.45,65,3,4,4,Regular customers
13178.0,2011-11-13 16:14:00,11,5725.47,26,2,1,1,Inactive customers
13182.0,2011-10-25 13:46:00,1,121.18,45,3,4,5,Regular customers
13183.0,2011-12-02 10:30:00,9,3957.78,8,1,1,1,Inactive customers
13184.0,2011-11-25 12:02:00,10,1701.29,15,2,1,2,Inactive customers
13185.0,2011-03-17 11:56:00,1,71.4,268,5,4,5,High-value customers
13186.0,2011-10-31 11:40:00,3,1575.89,40,3,2,2,Inactive customers
13187.0,2011-01-06 18:57:00,1,236.02,337,5,4,5,High-value customers
13188.0,2011-11-28 15:28:00,1,114.60000000000001,11,1,4,5,Regular customers
13189.0,2011-11-21 10:39:00,2,260.68,19,2,3,4,Regular customers
13192.0,2011-09-05 14:13:00,2,911.94,95,4,3,3,Regular customers
13193.0,2011-10-09 14:30:00,1,117.88,61,3,4,5,Regular customers
13194.0,2011-07-27 09:01:00,1,60.7,136,4,4,5,High-value customers
13196.0,2011-11-28 13:54:00,4,1797.78,11,1,2,2,At-risk customers
13198.0,2011-11-29 15:17:00,6,3401.2400000000002,10,1,1,1,Inactive customers
13199.0,2011-12-06 12:30:00,38,9817.12,4,1,1,1,Inactive customers
13200.0,2011-11-20 15:35:00,4,870.09,19,2,2,3,At-risk customers
13203.0,2011-11-30 10:45:00,4,869.46,10,1,2,3,At-risk customers
13207.0,2011-11-24 14:52:00,2,250.26000000000002,15,2,3,4,Regular customers
13208.0,2011-10-12 09:54:00,6,1223.9,59,3,1,2,Inactive customers
13209.0,2011-11-09 13:54:00,8,5891.61,30,2,1,1,Inactive customers
13210.0,2011-09-07 08:18:00,1,353.48,94,4,4,4,High-value customers
13211.0,2011-11-29 14:43:00,3,1197.42,10,1,2,2,At-risk customers
13212.0,2011-11-20 12:40:00,3,788.08,20,2,2,3,At-risk customers
13213.0,2011-10-14 11:42:00,5,1520.58,57,3,2,2,Inactive customers
13216.0,2011-03-17 12:18:00,1,333.74,268,5,4,4,High-value customers
13217.0,2011-08-09 15:32:00,3,533.98,122,4,2,3,New customers
13218.0,2011-08-04 16:59:00,1,62.63999999999999,127,4,4,5,High-value customers
13220.0,2011-09-22 13:38:00,4,819.2900000000001,78,4,2,3,New customers
13221.0,2011-04-13 16:58:00,2,847.41,240,5,3,3,Regular customers
13223.0,2011-05-23 13:03:00,2,163.20000000000002,200,5,3,5,Regular customers
13224.0,2011-10-10 14:55:00,2,2155.95,60,3,3,1,Inactive customers
13225.0,2011-12-06 13:29:00,7,6463.84,3,1,1,1,Inactive customers
13226.0,2011-03-11 14:35:00,1,108.21000000000001,273,5,4,5,High-value customers
13227.0,2011-05-22 11:47:00,1,257.7,202,5,4,4,High-value customers
13228.0,2011-09-19 14:28:00,1,358.0,81,4,4,4,High-value customers
13229.0,2011-04-28 12:07:00,1,160.95,226,5,4,5,High-value customers
13230.0,2011-12-05 16:03:00,14,2806.97,4,1,1,1,Inactive customers
13232.0,2011-11-27 10:39:00,7,1357.6,13,1,1,2,Inactive customers
13233.0,2011-09-26 13:25:00,2,605.12,74,4,3,3,Regular customers
13235.0,2011-05-11 17:13:00,1,1031.07,212,5,4,2,Loyal customers
13236.0,2011-11-15 12:50:00,2,744.85,25,2,3,3,Regular customers
13238.0,2011-11-22 15:37:00,4,700.73,17,2,2,3,At-risk customers
13239.0,2011-03-23 10:25:00,1,329.56,262,5,4,4,High-value customers
13240.0,2011-09-04 14:08:00,4,663.65,96,4,2,3,New customers
13242.0,2011-08-19 12:53:00,3,270.40000000000003,112,4,2,4,New customers
13243.0,2011-05-20 13:14:00,1,600.07,203,5,4,3,Loyal customers
